id,listing_id,source_name,price,surface,rooms,city,region,zone,transaction_type,property_type,scraped_at,change_type,price_delta,price_delta_pct,reliability_score
1755,tunisieannonce_6508073142bd,tunisieannonce,65000.0,15.0,3.0,El Manar 1,TUNIS,north,Sale,Commercial,2026-03-26T16:28:56.932737,new,,,80
1699,tunisieannonce_4032ada95e7c,tunisieannonce,217000.0,98.0,2.0,Monastir,TUNIS,north,Sale,Other,2026-03-26T16:29:04.200064,new,,,100
1749,tunisieannonce_6233a4e093c7,tunisieannonce,220.0,2026.0,2.0,Bab Bhar,TUNIS,north,Rent,Apartment,2026-03-26T16:29:19.296449,new,,,75
1638,newkey_125024,newkey,2000.0,,,Appartement,,,Rent,Apartment,2026-03-26T16:29:21.941839,new,,,30
1693,tunisieannonce_351dbe69fad1,tunisieannonce,210000.0,50.0,3.0,Cite Ennasr 2,TUNIS,north,Sale,Apartment,2026-03-26T16:29:27.952914,new,,,100
1889,tunisieannonce_ca68e5119aab,tunisieannonce,3800.0,400.0,3.0,Chotrana 2,TUNIS,north,Rent,Villa,2026-03-26T16:29:36.904573,new,,,90
1944,tunisieannonce_f7037af8ccbb,tunisieannonce,1000.0,100.0,3.0,El Manar 1,TUNIS,north,Rent,Apartment,2026-03-26T16:29:46.053360,new,,,90
1657,tunisieannonce_13f838802223,tunisieannonce,227000.0,454.0,,Raoued,TUNIS,north,Sale,Land,2026-03-26T16:29:54.339725,new,,,90
1705,tunisieannonce_43b4e2f32df4,tunisieannonce,280000.0,,,Zaghouan,TUNIS,north,Sale,Land,2026-03-26T16:30:04.363074,new,,,75
1673,tunisieannonce_1e70f780bee1,tunisieannonce,500000.0,,,Ain El Asker,TUNIS,north,Sale,Land,2026-03-26T16:30:13.523245,new,,,75
1664,tunisieannonce_158cc6dcf625,tunisieannonce,1675.0,,,El Fahs,TUNIS,north,Sale,Land,2026-03-26T16:30:21.262092,new,,,55
1798,tunisieannonce_824afcef2e1e,tunisieannonce,800.0,114.0,2.0,Kelibia,TUNIS,north,Rent,Commercial,2026-03-26T16:30:32.637824,new,,,85
1739,tunisieannonce_59a1f9f344db,tunisieannonce,700000.0,,,Boucha,TUNIS,north,Sale,Land,2026-03-26T16:30:43.906616,new,,,75
1669,tunisieannonce_19404c7572ab,tunisieannonce,490000.0,,,El Amaiem,TUNIS,north,Sale,Land,2026-03-26T16:30:53.264238,new,,,75
