id,ipim_type,property_type,price,currency,city,municipality,region,surface,rooms,price_per_m2,latitude,longitude,reliability_score,reliability_level,is_outlier,scraped_at,last_updated
tunisieannonce:tunisieannonce_c524df88b6b0,appartement,apartment,1500.0,TND,El Kantaoui,Jebel Jelloud,TUNIS,220.0,3.0,6.82,36.7667,10.1833,80.0,GOOD,True,2026-04-06 17:36:15.755165+00,2026-04-09 15:41:14.454876+00
tunisieannonce:tunisieannonce_c5654b64ed75,terrain,land,1200.0,TND,Hedi Chaker,Jebel Jelloud,TUNIS,425.0,,2.82,36.7667,10.1833,75.0,GOOD,True,2026-04-06 11:29:37.105741+00,2026-04-09 15:41:12.653768+00
tunisieannonce:tunisieannonce_c5676ea2d586,appartement,apartment,1.0,TND,El Mourouj,El Mourouj,TUNIS,69.0,2.0,0.01,36.7405,10.2042,90.0,HIGH,True,2026-03-31 14:34:28.606963+00,2026-04-09 15:41:15.838817+00
tunisieannonce:tunisieannonce_c584d1dd4cd5,appartement,apartment,525000.0,TND,Ain Zaghouan,Zaghouan,TUNIS,156.0,2.0,3365.38,36.4025,10.1431,100.0,HIGH,False,2026-03-29 12:00:06.186111+00,2026-04-09 15:41:12.353733+00
tunisieannonce:tunisieannonce_c6564e44fd71,appartement,apartment,475000.0,TND,Cite El Moustakbel (La Marsa),La Marsa,TUNIS,98.0,2.0,4846.94,36.8775,10.3275,100.0,HIGH,False,2026-04-02 06:59:01.104444+00,2026-04-09 15:41:18.025656+00
tunisieannonce:tunisieannonce_c65f566e263a,terrain,land,700000.0,TND,Hammam Sousse Gharbi,Hammam Sousse,TUNIS,320.0,3.0,2187.5,35.8592,10.59,100.0,HIGH,False,2026-03-27 17:54:38.2009+00,2026-04-09 15:41:19.350644+00
tunisieannonce:tunisieannonce_c69e13f270d4,appartement,apartment,200000.0,TND,Cite Ennasr 2,Jebel Jelloud,TUNIS,63.0,1.0,3174.6,36.7667,10.1833,100.0,HIGH,False,2026-04-06 15:07:03.320221+00,2026-04-09 15:41:16.621854+00
tunisieannonce:tunisieannonce_c6c4a612ad06,terrain,land,760000.0,TND,Borj Youssef,Jebel Jelloud,TUNIS,2000.0,,380.0,36.7667,10.1833,100.0,HIGH,False,2026-04-01 21:03:10.401197+00,2026-04-09 15:41:18.761702+00
tunisieannonce:tunisieannonce_c6c568dbb6d4,terrain,land,320000.0,TND,El Aouina,Jebel Jelloud,TUNIS,395.0,2.0,810.13,36.7667,10.1833,100.0,HIGH,False,2026-03-29 10:08:25.453983+00,2026-04-09 15:41:17.009824+00
tunisieannonce:tunisieannonce_c7466d13a606,terrain,land,603200.0,TND,Akouda,Akouda,TUNIS,770.0,,783.38,35.8667,10.5667,100.0,HIGH,False,2026-03-26 23:19:27.844489+00,2026-04-09 15:41:20.184072+00
tunisieannonce:tunisieannonce_c75298b85d9e,terrain,land,70000.0,TND,Fondouk Jedid,Jebel Jelloud,TUNIS,100.0,5.0,700.0,36.7667,10.1833,100.0,HIGH,False,2026-03-29 12:00:15.381769+00,2026-04-09 15:41:16.090106+00
tunisieannonce:tunisieannonce_c7571d8e7be3,terrain,land,44444.0,TND,Ben Arous,Ben Arous,TUNIS,860.0,,51.68,36.745,10.225,85.0,HIGH,False,2026-03-29 11:51:40.322536+00,2026-04-09 15:41:19.941888+00
tunisieannonce:tunisieannonce_c786d9b20328,appartement,apartment,1100.0,TND,El Kantaoui,Jebel Jelloud,TUNIS,296.0,3.0,3.72,36.7667,10.1833,80.0,GOOD,True,2026-04-06 17:45:57.600082+00,2026-04-09 15:41:17.589882+00
tunisieannonce:tunisieannonce_c79a3c410892,terrain,land,1700.0,TND,Le Bardo,Le Bardo,TUNIS,940.0,,1.81,36.8111,10.1364,75.0,GOOD,True,2026-03-31 15:07:59.464666+00,2026-04-09 15:41:17.929697+00
tunisieannonce:tunisieannonce_c85ae82eacce,terrain,land,410000.0,TND,Sousse,Sidi El Heni,TUNIS,115.0,3.0,3565.22,35.6756,10.3106,100.0,HIGH,False,2026-03-31 14:06:53.423847+00,2026-04-09 15:41:16.186968+00
tunisieannonce:tunisieannonce_c875be591ac6,terrain,land,380000.0,TND,Nabeul,Nabeul,TUNIS,156.0,1.0,2435.9,36.4561,10.7358,100.0,HIGH,False,2026-03-29 14:44:49.193491+00,2026-04-09 15:41:19.545308+00
tunisieannonce:tunisieannonce_c886afdadfab,terrain,land,1700.0,TND,Sidi Daoud,Jebel Jelloud,TUNIS,800.0,,2.12,36.7667,10.1833,80.0,GOOD,True,2026-03-29 10:33:03.589543+00,2026-04-09 15:41:19.795716+00
tunisieannonce:tunisieannonce_c8bc3901a02b,maison,villa,430000.0,TND,La Mannouba,Mannouba,TUNIS,280.0,3.0,1535.71,36.8097,10.0928,100.0,HIGH,False,2026-04-06 14:11:00.358762+00,2026-04-09 15:41:20.580999+00
tunisieannonce:tunisieannonce_c8c34db22f52,terrain,land,180000.0,TND,Hammamet,Hammamet,TUNIS,170.0,,1058.82,36.4,10.6167,100.0,HIGH,False,2026-04-01 22:05:59.862025+00,2026-04-09 15:41:16.670755+00
tunisieannonce:tunisieannonce_c8da6d26e7f0,terrain,land,5400.0,TND,Carthage,Carthage,TUNIS,792.0,3.0,6.82,36.8536,10.3256,90.0,HIGH,True,2026-03-29 10:38:21.384643+00,2026-04-09 15:41:19.10047+00
tunisieannonce:tunisieannonce_c8e54a86f8c9,appartement,apartment,300000.0,TND,Cite De La Plage 1,Jebel Jelloud,TUNIS,300.0,3.0,1000.0,36.7667,10.1833,100.0,HIGH,False,2026-03-29 12:01:44.716865+00,2026-04-09 15:41:17.251006+00
tunisieannonce:tunisieannonce_c8f2fe0903cc,terrain,land,656400.0,TND,Ghar El Melh,Ghar El Melh,TUNIS,188.0,,3491.49,37.1458,10.1752,100.0,HIGH,False,2026-04-01 22:42:48.861668+00,2026-04-09 15:41:19.593863+00
tunisieannonce:tunisieannonce_c8f5ce0aad1f,terrain,land,164520.0,TND,Jabbes,Jebel Jelloud,TUNIS,914.0,,180.0,36.7667,10.1833,95.0,HIGH,False,2026-04-06 12:31:13.144496+00,2026-04-09 15:41:17.444018+00
tunisieannonce:tunisieannonce_c93ce59804d3,appartement,apartment,390000.0,TND,El Aouina,Jebel Jelloud,TUNIS,135.0,3.0,2888.89,36.7667,10.1833,100.0,HIGH,False,2026-03-26 23:27:01.786712+00,2026-04-09 15:41:17.106849+00
tunisieannonce:tunisieannonce_c96308696bfe,maison,villa,870000.0,TND,Hammamet,Hammamet,TUNIS,2026.0,2.0,429.42,36.4,10.6167,100.0,HIGH,False,2026-03-29 11:33:16.05949+00,2026-04-09 15:41:16.864928+00
tunisieannonce:tunisieannonce_c9a47cb156ad,terrain,land,182500.0,TND,La Mannouba,Mannouba,TUNIS,146.0,1.0,1250.0,36.8097,10.0928,100.0,HIGH,False,2026-03-26 16:08:07.288026+00,2026-04-09 15:41:16.138862+00
tunisieannonce:tunisieannonce_c9ad145e05e6,appartement,apartment,370000.0,TND,Cite Ennasr 2,Jebel Jelloud,TUNIS,150.0,3.0,2466.67,36.7667,10.1833,100.0,HIGH,False,2026-03-29 12:00:24.862819+00,2026-04-09 15:41:16.91263+00
tunisieannonce:tunisieannonce_ca089202e44a,appartement,apartment,125000.0,TND,Hammamet,Hammamet,TUNIS,600.0,2.0,208.33,36.4,10.6167,100.0,HIGH,False,2026-03-31 12:30:48.525605+00,2026-04-09 15:41:17.977201+00
tunisieannonce:tunisieannonce_ca5842042a5b,maison,villa,115000.0,TND,Rades,Rades,TUNIS,70.0,2.0,1642.86,36.7782,10.2815,100.0,HIGH,False,2026-04-02 09:52:25.340471+00,2026-04-09 15:41:20.232434+00
tunisieannonce:tunisieannonce_cb61c13e97ec,maison,villa,200000.0,TND,Monfleury,Jebel Jelloud,TUNIS,114.0,3.0,1754.39,36.7667,10.1833,100.0,HIGH,False,2026-04-06 17:40:41.67096+00,2026-04-09 15:41:17.348945+00
tunisieannonce:tunisieannonce_cba130ad6cc9,terrain,land,225000.0,TND,Ariana,Ariana Ville,TUNIS,217.0,4.0,1036.87,36.866011,10.193923,100.0,HIGH,False,2026-03-29 11:42:27.215301+00,2026-04-09 15:41:16.42781+00
tunisieannonce:tunisieannonce_cc4579f3bd79,maison,villa,1150.0,TND,Ariana,Ariana Ville,TUNIS,150.0,,7.67,36.866011,10.193923,80.0,GOOD,True,2026-04-02 09:22:21.130495+00,2026-04-09 15:41:18.955152+00
tunisieannonce:tunisieannonce_cc5b9822c8c7,terrain,land,6750.0,TND,Mejez El Bab,Mejez El Bab,TUNIS,,,,36.6492,9.6108,55.0,LOW,False,2026-04-01 20:59:47.41063+00,2026-04-09 15:41:15.988836+00
tunisieannonce:tunisieannonce_cd38b5a8dfe1,terrain,land,620000.0,TND,El Menzah 5,El Menzah,TUNIS,250.0,3.0,2480.0,36.8528,10.1703,100.0,HIGH,False,2026-03-26 23:09:24.011702+00,2026-04-09 15:41:22.96219+00
tunisieannonce:tunisieannonce_cd3d1164d787,terrain,land,128000.0,TND,Chatt Meriem,Jebel Jelloud,TUNIS,596.0,,214.77,36.7667,10.1833,100.0,HIGH,False,2026-03-29 10:15:00.223334+00,2026-04-09 15:41:24.220395+00
tunisieannonce:tunisieannonce_cd811699453f,terrain,land,125000.0,TND,Chatt Meriem,Jebel Jelloud,TUNIS,500.0,,250.0,36.7667,10.1833,100.0,HIGH,False,2026-04-01 22:04:32.750198+00,2026-04-09 15:41:24.994269+00
tunisieannonce:tunisieannonce_ce4347710539,appartement,apartment,388000.0,TND,Jardins De Carthage,Carthage,TUNIS,70.0,1.0,5542.86,36.8536,10.3256,100.0,HIGH,False,2026-04-02 06:57:04.145043+00,2026-04-09 15:41:23.494794+00
tunisieannonce:tunisieannonce_ce5e17b5c70c,terrain,land,320000.0,TND,Dar Allouche,Jebel Jelloud,TUNIS,,,,36.7667,10.1833,60.0,GOOD,False,2026-04-06 12:24:48.613938+00,2026-04-09 15:41:24.075584+00
tunisieannonce:tunisieannonce_cee19a119575,terrain,land,231000.0,TND,Borj Cedria,Jebel Jelloud,TUNIS,420.0,,550.0,36.7667,10.1833,100.0,HIGH,False,2026-03-26 16:08:17.333443+00,2026-04-09 15:41:25.043271+00
tunisieannonce:tunisieannonce_cee2df0ea2de,terrain,land,780000.0,TND,Chaabet El Mrezga,Jebel Jelloud,TUNIS,204.0,3.0,3823.53,36.7667,10.1833,95.0,HIGH,False,2026-04-06 14:19:05.95993+00,2026-04-09 15:41:21.549115+00
tunisieannonce:tunisieannonce_cf104f053646,terrain,land,230000.0,TND,Dar Fadhal,Jebel Jelloud,TUNIS,378.0,,608.47,36.7667,10.1833,100.0,HIGH,False,2026-03-31 13:25:32.877325+00,2026-04-09 15:41:21.354539+00
tunisieannonce:tunisieannonce_cf1ca85c26d7,maison,villa,900000.0,TND,Kelibia,Kelibia,TUNIS,328.0,2.0,2743.9,36.8472,11.0944,100.0,HIGH,False,2026-03-26 23:27:19.965292+00,2026-04-09 15:41:24.753165+00
tunisieannonce:tunisieannonce_cf30dfb96af1,terrain,land,823200.0,TND,Ariana,Ariana Ville,TUNIS,784.0,,1050.0,36.866011,10.193923,100.0,HIGH,False,2026-04-06 12:06:19.248971+00,2026-04-09 15:41:22.273646+00
tunisieannonce:tunisieannonce_cf3b344010cf,appartement,apartment,220000.0,TND,El Mourouj,El Mourouj,TUNIS,88.0,2.0,2500.0,36.7405,10.2042,100.0,HIGH,False,2026-03-31 12:56:06.799909+00,2026-04-09 15:41:21.452411+00
tunisieannonce:tunisieannonce_cf56e6e49700,appartement,apartment,250000.0,TND,Ezzahra,Ezzahra,TUNIS,120.0,3.0,2083.33,36.743,10.308,100.0,HIGH,False,2026-03-29 12:27:30.194897+00,2026-04-09 15:41:22.517113+00
tunisieannonce:tunisieannonce_cf584c21a69e,appartement,apartment,255000.0,TND,Chouchet Rades,Rades,TUNIS,81.0,2.0,3148.15,36.7782,10.2815,100.0,HIGH,False,2026-04-06 17:33:18.684213+00,2026-04-09 15:41:21.743714+00
tunisieannonce:tunisieannonce_cf7f8185fc2d,appartement,apartment,650000.0,TND,Hammam Sousse,Hammam Sousse,TUNIS,600.0,2.0,1083.33,35.8592,10.59,100.0,HIGH,False,2026-03-26 23:38:46.497912+00,2026-04-09 15:41:21.403053+00
tunisieannonce:tunisieannonce_cf9455c75a33,terrain,land,420000.0,TND,Hammam Sousse,Hammam Sousse,TUNIS,350.0,,1200.0,35.8592,10.59,95.0,HIGH,False,2026-03-31 15:53:07.919323+00,2026-04-09 15:41:25.091667+00
tunisieannonce:tunisieannonce_cfa89707e361,maison,villa,360000.0,TND,Maakel Ezza¤M,Jebel Jelloud,TUNIS,142.0,3.0,2535.21,36.7667,10.1833,100.0,HIGH,False,2026-03-29 12:36:27.307886+00,2026-04-09 15:41:22.709521+00
tunisieannonce:tunisieannonce_cffb93775ca9,maison,villa,405000.0,TND,La Soukra,La Soukra,TUNIS,93.0,2.0,4354.84,36.885212,10.245301,100.0,HIGH,False,2026-03-31 15:30:20.251082+00,2026-04-09 15:41:22.130286+00
tunisieannonce:tunisieannonce_d08332be323b,terrain,land,244120.0,TND,Borj Louzir,Jebel Jelloud,TUNIS,300.0,,813.73,36.7667,10.1833,100.0,HIGH,False,2026-04-02 09:19:21.463617+00,2026-04-09 15:41:24.704343+00
tunisieannonce:tunisieannonce_d0b6abc66c02,terrain,land,7332.0,TND,Cite Ennasr 2,Jebel Jelloud,TUNIS,,,,36.7667,10.1833,60.0,GOOD,False,2026-04-01 22:33:06.364556+00,2026-04-09 15:41:24.946158+00
tunisieannonce:tunisieannonce_d0ebe66a1b58,maison,villa,1790.0,TND,Mutuelle Ville,Jebel Jelloud,TUNIS,568.0,3.0,3.15,36.7667,10.1833,80.0,GOOD,True,2026-04-06 12:21:08.60174+00,2026-04-09 15:41:24.413848+00
tunisieannonce:tunisieannonce_d0fd8086fdeb,appartement,apartment,135000.0,TND,Cite Ettaamir,Jebel Jelloud,TUNIS,115.0,3.0,1173.91,36.7667,10.1833,100.0,HIGH,False,2026-04-06 17:30:18.671149+00,2026-04-09 15:41:24.898092+00
tunisieannonce:tunisieannonce_d169429fab3e,appartement,apartment,340000.0,TND,El Aouina,Jebel Jelloud,TUNIS,154.0,1.0,2207.79,36.7667,10.1833,100.0,HIGH,False,2026-03-31 15:09:02.304496+00,2026-04-09 15:41:22.612104+00
tunisieannonce:tunisieannonce_d17d710bdd39,maison,villa,240000.0,TND,Raoued,Raoued,TUNIS,300.0,,800.0,36.908,10.2,85.0,HIGH,False,2026-04-06 12:18:50.050989+00,2026-04-09 15:41:21.646528+00
tunisieannonce:tunisieannonce_d1987d53c08b,terrain,land,160000.0,TND,Ariana,Ariana Ville,TUNIS,400.0,,400.0,36.866011,10.193923,100.0,HIGH,False,2026-04-06 12:24:26.709162+00,2026-04-09 15:41:21.161619+00
tunisieannonce:tunisieannonce_d23b38f36e34,appartement,apartment,950000.0,TND,Jardins De Carthage,Carthage,TUNIS,184.0,1.0,5163.04,36.8536,10.3256,100.0,HIGH,False,2026-04-06 15:20:47.679403+00,2026-04-09 15:41:23.929931+00
tunisieannonce:tunisieannonce_d293424f2d34,terrain,land,750000.0,TND,Hammamet,Hammamet,TUNIS,500.0,,1500.0,36.4,10.6167,90.0,HIGH,False,2026-04-06 17:27:55.119628+00,2026-04-09 15:41:24.656303+00
tunisieannonce:tunisieannonce_d2c0829fd5ee,appartement,apartment,538118.0,TND,El Kantaoui,Jebel Jelloud,TUNIS,113.0,3.0,4762.11,36.7667,10.1833,100.0,HIGH,False,2026-03-27 18:04:44.553765+00,2026-04-09 15:41:22.758548+00
tunisieannonce:tunisieannonce_d309dc69cec0,terrain,land,100000.0,TND,Chatt Meriem,Jebel Jelloud,TUNIS,211.0,,473.93,36.7667,10.1833,100.0,HIGH,False,2026-04-01 22:17:48.892394+00,2026-04-09 15:41:22.469031+00
tunisieannonce:tunisieannonce_d31d8ce95a85,terrain,land,1350.0,TND,Gammart,Jebel Jelloud,TUNIS,500.0,,2.7,36.7667,10.1833,80.0,GOOD,True,2026-04-01 22:24:29.373111+00,2026-04-09 15:41:25.246429+00
tunisieannonce:tunisieannonce_d3b54964c1cb,terrain,land,7200.0,TND,Raoued,Raoued,TUNIS,80.0,,90.0,36.908,10.2,90.0,HIGH,False,2026-03-26 23:26:16.859732+00,2026-04-09 15:41:22.85551+00
tunisieannonce:tunisieannonce_d3b769365efa,terrain,land,2250.0,TND,Chotrana 1,Jebel Jelloud,TUNIS,,,,36.7667,10.1833,40.0,LOW,True,2026-03-29 14:47:52.49122+00,2026-04-09 15:41:21.500788+00
tunisieannonce:tunisieannonce_d3c19b04635d,terrain,land,300000.0,TND,Sidi Bou Ali,Sidi Bou Ali,TUNIS,252.0,,1190.48,35.9833,10.4667,100.0,HIGH,False,2026-03-29 10:26:59.541616+00,2026-04-09 15:41:22.226158+00
tunisieannonce:tunisieannonce_d41a262f02a2,terrain,land,835000.0,TND,Chotrana 1,Jebel Jelloud,TUNIS,810.0,2.0,1030.86,36.7667,10.1833,100.0,HIGH,False,2026-04-01 21:19:37.540754+00,2026-04-09 15:41:24.462312+00
tunisieannonce:tunisieannonce_d43b669b41a8,terrain,land,257600.0,TND,Cite El Ghazala 1,Jebel Jelloud,TUNIS,644.0,,400.0,36.7667,10.1833,95.0,HIGH,False,2026-04-06 15:22:34.258056+00,2026-04-09 15:41:24.123655+00
tunisieannonce:tunisieannonce_d5062918e147,terrain,land,900000.0,TND,Ezzahra,Ezzahra,TUNIS,410.0,4.0,2195.12,36.743,10.308,100.0,HIGH,False,2026-04-02 08:56:32.224965+00,2026-04-09 15:41:20.968726+00
tunisieannonce:tunisieannonce_d506fad0fc56,maison,villa,540000.0,TND,El Aouina,Jebel Jelloud,TUNIS,186.0,2.0,2903.23,36.7667,10.1833,100.0,HIGH,False,2026-04-01 22:57:21.728209+00,2026-04-09 15:41:22.807694+00
tunisieannonce:tunisieannonce_d5324447ff0e,terrain,land,2900.0,TND,Cite Jardins,Jebel Jelloud,TUNIS,750.0,1.0,3.87,36.7667,10.1833,90.0,HIGH,True,2026-03-26 23:47:48.243912+00,2026-04-09 15:41:21.984316+00
tunisieannonce:tunisieannonce_d56ff8fc3ecc,terrain,land,735500.0,TND,La Soukra,La Soukra,TUNIS,685.0,2.0,1073.72,36.885212,10.245301,100.0,HIGH,False,2026-03-29 11:32:35.937248+00,2026-04-09 15:41:23.348923+00
tunisieannonce:tunisieannonce_d57ef64a9b76,terrain,land,1240.0,TND,Sidi Daoud,Jebel Jelloud,TUNIS,32.0,,38.75,36.7667,10.1833,80.0,GOOD,True,2026-03-27 17:55:37.488755+00,2026-04-09 15:41:24.316437+00
tunisieannonce:tunisieannonce_d5904fde4f46,terrain,land,547000.0,TND,El Menzah 9,El Menzah,TUNIS,365.0,,1498.63,36.8528,10.1703,100.0,HIGH,False,2026-04-01 22:38:11.447987+00,2026-04-09 15:41:24.800881+00
tunisieannonce:tunisieannonce_d5cf927c3a14,appartement,apartment,120000.0,TND,El Mourouj,El Mourouj,TUNIS,80.0,2.0,1500.0,36.7405,10.2042,100.0,HIGH,False,2026-03-31 13:59:39.329774+00,2026-04-09 15:41:23.833145+00
tunisieannonce:tunisieannonce_d60634c5ef5d,terrain,land,330000.0,TND,La Soukra,La Soukra,TUNIS,220.0,2.0,1500.0,36.885212,10.245301,100.0,HIGH,False,2026-04-06 12:00:56.990221+00,2026-04-09 15:41:21.887665+00
tunisieannonce:tunisieannonce_d63e28d0f029,appartement,apartment,510000.0,TND,Cite Ennasr 2,Jebel Jelloud,TUNIS,176.0,3.0,2897.73,36.7667,10.1833,100.0,HIGH,False,2026-03-26 23:09:03.395619+00,2026-04-09 15:41:20.920045+00
tunisieannonce:tunisieannonce_d67ac8436b5a,appartement,apartment,395000.0,TND,Cite Ennasr 2,Jebel Jelloud,TUNIS,155.0,3.0,2548.39,36.7667,10.1833,100.0,HIGH,False,2026-03-29 12:38:32.557662+00,2026-04-09 15:41:21.935629+00
tunisieannonce:tunisieannonce_d6ebc778c5e1,appartement,apartment,240000.0,TND,Ezzahra,Ezzahra,TUNIS,92.0,3.0,2608.7,36.743,10.308,100.0,HIGH,False,2026-04-01 21:23:52.382272+00,2026-04-09 15:41:24.509918+00
tunisieannonce:tunisieannonce_d7068e9d57ed,terrain,land,65000.0,TND,Hammamet,Hammamet,TUNIS,400.0,,162.5,36.4,10.6167,100.0,HIGH,False,2026-03-29 12:09:03.314953+00,2026-04-09 15:41:26.437165+00
tunisieannonce:tunisieannonce_d71c7dc2083c,maison,villa,140000.0,TND,Moknine,Moknine,TUNIS,200.0,,700.0,35.6311,10.9011,100.0,HIGH,False,2026-03-29 11:22:00.316816+00,2026-04-09 15:41:27.665019+00
tunisieannonce:tunisieannonce_d7333a5f57cb,terrain,land,265500.0,TND,El Kantaoui,Jebel Jelloud,TUNIS,590.0,,450.0,36.7667,10.1833,100.0,HIGH,False,2026-03-31 12:46:28.073344+00,2026-04-09 15:41:29.583507+00
tunisieannonce:tunisieannonce_d773249bfd01,terrain,land,2300.0,TND,Bir Mcherga Gare,Bir Mcherga,TUNIS,2000.0,,1.15,36.5167,10.0,85.0,HIGH,True,2026-03-26 16:32:30.543629+00,2026-04-09 15:41:28.343598+00
tunisieannonce:tunisieannonce_d77376259aa8,terrain,land,1600.0,TND,Sousse Riadh,Sousse Riadh,TUNIS,728.0,,2.2,35.8269,10.63,80.0,GOOD,True,2026-03-31 16:00:44.276726+00,2026-04-09 15:41:27.908685+00
tunisieannonce:tunisieannonce_d7ed8783ecbe,terrain,land,3000.0,TND,El Kantaoui,Jebel Jelloud,TUNIS,1000.0,1.0,3.0,36.7667,10.1833,90.0,HIGH,True,2026-04-01 21:54:07.898146+00,2026-04-09 15:41:28.556103+00
tunisieannonce:tunisieannonce_d7f1b500cdae,appartement,apartment,135000.0,TND,Village Mediterranee,Jebel Jelloud,TUNIS,80.0,2.0,1687.5,36.7667,10.1833,100.0,HIGH,False,2026-04-02 09:52:15.877464+00,2026-04-09 15:41:28.755162+00
tunisieannonce:tunisieannonce_d812e8a03d1d,terrain,land,290000.0,TND,Chatt Meriem,Jebel Jelloud,TUNIS,604.0,,480.13,36.7667,10.1833,100.0,HIGH,False,2026-03-31 15:34:41.954761+00,2026-04-09 15:41:28.653159+00
tunisieannonce:tunisieannonce_d81cd9dfdf75,terrain,land,636000.0,TND,Ariana,Ariana Ville,TUNIS,684.0,,929.82,36.866011,10.193923,100.0,HIGH,False,2026-04-01 22:34:21.979045+00,2026-04-09 15:41:28.052313+00
tunisieannonce:tunisieannonce_d82f1a97da72,maison,villa,870000.0,TND,Hammamet,Hammamet,TUNIS,2026.0,,429.42,36.4,10.6167,100.0,HIGH,False,2026-04-02 08:48:12.738671+00,2026-04-09 15:41:28.85727+00
tunisieannonce:tunisieannonce_d83ea51c8d09,terrain,land,164700.0,TND,Chatt Meriem,Jebel Jelloud,TUNIS,353.0,,466.57,36.7667,10.1833,100.0,HIGH,False,2026-04-01 22:50:31.097089+00,2026-04-09 15:41:26.581888+00
tunisieannonce:tunisieannonce_d87639cb1be8,terrain,land,15000.0,TND,Mejez El Bab,Mejez El Bab,TUNIS,,,,36.6492,9.6108,55.0,LOW,False,2026-04-01 20:50:43.476814+00,2026-04-09 15:41:25.739685+00
tunisieannonce:tunisieannonce_d8cbc646dc3c,terrain,land,170000.0,TND,Soliman,Soliman,TUNIS,10.0,,17000.0,36.7,10.4833,75.0,GOOD,True,2026-03-29 10:22:51.293715+00,2026-04-09 15:41:26.829339+00
tunisieannonce:tunisieannonce_d8d3f2b412ab,terrain,land,738500.0,TND,Borj Touil,Jebel Jelloud,TUNIS,211.0,,3500.0,36.7667,10.1833,95.0,HIGH,False,2026-04-06 12:32:19.301671+00,2026-04-09 15:41:26.291739+00
tunisieannonce:tunisieannonce_d8ea40350ec5,terrain,land,215000.0,TND,Mornaguia,Mornaguia,TUNIS,300.0,,716.67,36.7833,9.95,100.0,HIGH,False,2026-03-29 11:58:54.491697+00,2026-04-09 15:41:26.002781+00
tunisieannonce:tunisieannonce_d9111200f681,appartement,apartment,156000.0,TND,Borj Cedria,Jebel Jelloud,TUNIS,82.0,2.0,1902.44,36.7667,10.1833,100.0,HIGH,False,2026-04-06 15:22:14.14443+00,2026-04-09 15:41:27.858759+00
tunisieannonce:tunisieannonce_d9e5f908e148,appartement,apartment,170000.0,TND,El Mourouj,El Mourouj,TUNIS,100.0,2.0,1700.0,36.7405,10.2042,100.0,HIGH,False,2026-04-01 21:10:03.682139+00,2026-04-09 15:41:28.459378+00
tunisieannonce:tunisieannonce_da03e7286e64,terrain,land,1240.0,TND,Sidi Daoud,Jebel Jelloud,TUNIS,32.0,,38.75,36.7667,10.1833,80.0,GOOD,True,2026-03-31 14:56:29.463517+00,2026-04-09 15:41:29.388709+00
tunisieannonce:tunisieannonce_da3a9a7b80b9,terrain,land,4500.0,TND,El Menzah 6,El Menzah,TUNIS,300.0,2.0,15.0,36.8528,10.1703,90.0,HIGH,True,2026-04-06 10:48:18.369828+00,2026-04-09 15:41:29.631293+00
tunisieannonce:tunisieannonce_da94e139395d,maison,villa,498000.0,TND,Mahdia Hiboun,Mahdia,TUNIS,118.0,4.0,4220.34,35.5044,11.0567,100.0,HIGH,False,2026-03-29 12:34:34.184342+00,2026-04-09 15:41:28.247217+00
tunisieannonce:tunisieannonce_dabc1eb2d660,appartement,apartment,473000.0,TND,Ain Zaghouan,Zaghouan,TUNIS,132.0,2.0,3583.33,36.4025,10.1431,100.0,HIGH,False,2026-03-29 10:19:34.134024+00,2026-04-09 15:41:26.098085+00
tunisieannonce:tunisieannonce_dad3cf08a511,appartement,apartment,260000.0,TND,Chotrana 1,Jebel Jelloud,TUNIS,56.0,1.0,4642.86,36.7667,10.1833,100.0,HIGH,False,2026-04-06 10:24:18.361914+00,2026-04-09 15:41:29.436647+00
tunisieannonce:tunisieannonce_db359af98363,terrain,land,410000.0,TND,Raoued,Raoued,TUNIS,570.0,,719.3,36.908,10.2,100.0,HIGH,False,2026-04-06 17:44:25.228609+00,2026-04-09 15:41:25.448729+00
tunisieannonce:tunisieannonce_dc1e390cc57e,maison,villa,370000.0,TND,El Mourouj,El Mourouj,TUNIS,100.0,2.0,3700.0,36.7405,10.2042,100.0,HIGH,False,2026-03-31 12:56:46.465785+00,2026-04-09 15:41:27.811942+00
tunisieannonce:tunisieannonce_dc4d1b378189,terrain,land,120000.0,TND,Hammamet,Hammamet,TUNIS,600.0,,200.0,36.4,10.6167,100.0,HIGH,False,2026-03-27 18:10:34.087096+00,2026-04-09 15:41:26.98869+00
tunisieannonce:tunisieannonce_dc789e1e9e7d,terrain,land,1350.0,TND,El Menzah 9,El Menzah,TUNIS,622.0,3.0,2.17,36.8528,10.1703,90.0,HIGH,True,2026-04-01 22:57:42.14362+00,2026-04-09 15:41:29.921637+00
tunisieannonce:tunisieannonce_dcf9cd7dea90,terrain,land,78000.0,TND,Hammamet,Hammamet,TUNIS,500.0,,156.0,36.4,10.6167,100.0,HIGH,False,2026-03-31 13:07:09.007168+00,2026-04-09 15:41:29.147109+00
tunisieannonce:tunisieannonce_dd073c31419d,appartement,apartment,350000.0,TND,Hammamet,Hammamet,TUNIS,100.0,2.0,3500.0,36.4,10.6167,100.0,HIGH,False,2026-04-06 11:31:11.889516+00,2026-04-09 15:41:25.691911+00
tunisieannonce:tunisieannonce_dd485185e789,terrain,land,460000.0,TND,Douar Hicher,Douar Hicher,TUNIS,200.0,,2300.0,36.8333,10.0667,95.0,HIGH,False,2026-04-06 10:47:26.038424+00,2026-04-09 15:41:26.88198+00
