source,source_listing_id,transaction,url,image_urls,title,price,currency,governorate,city,zone,property_type,surface_m2,rooms,bathrooms,poi,posted_at,scraped_at
mubawab,8293903,sale,https://www.mubawab.tn/fr/a/8293903/terrain-%C3%A0-vendre-%C3%A0-la-marsa,"['https://www.mubawab-media.com/ad/8/293/903F/h/16h2qpihifsc1_81862734.avif', 'https://www.mubawab-media.com/ad/8/256/761F/m/image%20terrain_81454996.avif', 'https://www.mubawab-media.com/ad/8/294/816F/m/fb664554-9742-4c8f-baa7-40eab9be8254_81873507.avif', 'https://www.mubawab-media.com/ad/8/299/644F/m/photo_0_81929318.avif', 'https://www.mubawab-media.com/ad/8/294/778F/m/57da548e-5ce5-472d-9164-eef0848615ea_81882024.avif']",Terrain à vendre à La Marsa,,TND,,La Marsa,,Land,1500.0,,,{},,2026-02-16T22:50:05.543536
mubawab,8284045,sale,https://www.mubawab.tn/fr/a/8284045/terrain-de-467m%C2%B2-%C3%A0-vendre-%C3%A0-sidi-daoud,"['https://www.mubawab-media.com/ad/8/284/045F/h/thumb_1236610_property_xlarge_81760357.avif', 'https://www.mubawab-media.com/ad/8/012/675F/m/WhatsApp%20Image%202024-09-16%20%C3%A0%2021.13.11_50f9436b_78991157.avif', 'https://www.mubawab-media.com/ad/8/293/971F/m/thumb_1268026_property_large_81863516.avif', 'https://www.mubawab-media.com/ad/8/269/463F/m/84fbc46a-628b-48b8-b817-a0f15b7e077a_GF_81603158.avif', 'https://www.mubawab-media.com/ad/8/066/708F/m/e4dfe131-ddd5-4446-90cc-871a43bf99ad_GF_79523953.avif']",Terrain de 467m² à vendre à Sidi Daoud,1120800.0,TND,,La Marsa,,Land,467.0,,,{},,2026-02-16T22:50:06.304529
mubawab,8219749,sale,https://www.mubawab.tn/fr/a/8219749/terrain-habitation-ind-en-vente,"['https://www.mubawab-media.com/ad/8/219/749F/h/gallery_81066982.avif', 'https://www.mubawab-media.com/ad/8/081/939F/m/Terrainn%20%C3%A0%20vendre_79671899.avif', 'https://www.mubawab-media.com/ad/8/300/346F/m/1000051363_81935858.avif']",Terrain habitation ind. En vente,2250000.0,TND,,Carthage,,Land,539.0,,,{},,2026-02-16T22:50:07.381302
mubawab,8164140,sale,https://www.mubawab.tn/fr/pa/8164140/terrain-1004-m%C2%B2-%C3%A0-grombalia-la-perle-du-cap-bon,"['https://www.mubawab-media.com/ad/8/164/140F/h/3_80501625_80501633.avif', 'https://www.mubawab-media.com/ad/8/164/140F/h/6_80501626_80501634.avif', 'https://www.mubawab-media.com/ad/8/164/140F/h/7_80501627_80501635.avif', 'https://www.mubawab-media.com/ad/8/164/140F/h/13_80501628_80501636.avif', 'https://www.mubawab-media.com/ad/8/164/236F/m/6_80502643.avif', 'https://www.mubawab-media.com/ad/8/164/231F/m/612396679_1299657225526643_8289295756224501131_n_81824712.avif', 'https://www.mubawab-media.com/ad/8/164/190F/m/lotissement%20Perle%20du%20Cap%20Bon_%205-5-25_Page_03_80502231.avif', 'https://www.mubawab-media.com/ad/8/164/224F/m/7_80502506.avif']",Terrain 1004 m² à Grombalia La Perle du Cap Bon,,TND,,Grombalia,,Land,1004.0,,,{},,2026-02-16T22:50:07.695074
mubawab,8128562,sale,https://www.mubawab.tn/fr/a/8128562/a-vendre-terrain-chotrana-3,"['https://www.mubawab-media.com/ad/8/128/562F/h/thumb_1074519_property_large_80132757.avif', 'https://www.mubawab-media.com/ad/8/128/562F/h/thumb_1074518_property_large_80132756.avif', 'https://www.mubawab-media.com/ad/8/128/562F/h/thumb_1074520_property_large_80132758.avif', 'https://www.mubawab-media.com/ad/8/304/573F/m/thumb_1279605_property_xlarge_81978749.avif', 'https://www.mubawab-media.com/ad/8/256/281F/m/thumb_1212767_property_large_81450145.avif', 'https://www.mubawab-media.com/ad/8/257/568F/m/vente-terrain_81462623.avif', 'https://www.mubawab-media.com/ad/8/290/333F/m/terrain%20%C3%A0%20vendre_81825803.avif']",A vendre Terrain Chotrana 3,840000.0,TND,,La Soukra,,Land,700.0,,,{},,2026-02-16T22:50:08.699744
mubawab,8256761,sale,https://www.mubawab.tn/fr/a/8256761/terrain-de-447-m%C2%B2-%C3%A0-sidi-daoud,"['https://www.mubawab-media.com/ad/8/256/761F/h/image%20terrain_81454996.avif', 'https://www.mubawab-media.com/ad/8/299/644F/m/photo_0_81929318.avif', 'https://www.mubawab-media.com/ad/8/294/778F/m/57da548e-5ce5-472d-9164-eef0848615ea_81882024.avif', 'https://www.mubawab-media.com/ad/8/229/982F/m/thumb_1176884_property_large_81179957.avif', 'https://www.mubawab-media.com/ad/8/243/484F/m/thumb_1195050_property_large_81317314.avif']",Terrain de 447 m² à Sidi Daoud,,TND,,La Marsa,,Land,447.0,,,{},,2026-02-16T22:50:09.722634
mubawab,7936878,sale,https://www.mubawab.tn/fr/pa/7936878/achat-de-terrain-%C3%A0-cit%C3%A9-bou-akroucha,"['https://www.mubawab-media.com/ad/7/936/878F/h/Capture_77082810_77082817.avif', 'https://www.mubawab-media.com/ad/7/936/878F/h/lotissement%20mhamdia%202023_77082811_77082818.avif', 'https://www.mubawab-media.com/ad/7/942/070F/m/Capture_77082810_77478781.avif', 'https://www.mubawab-media.com/ad/7/942/067F/m/Capture_77082810_77478775.avif', 'https://www.mubawab-media.com/ad/7/942/028F/m/Capture_77082810_77478274.avif', 'https://www.mubawab-media.com/ad/7/942/076F/m/Capture_77082810_77478793.avif']",Achat de terrain à Cité Bou Akroucha,49000.0,TND,,Mohamadia,,Land,117.0,1,,{},,2026-02-16T22:50:10.511665
mubawab,8304357,sale,https://www.mubawab.tn/fr/a/8304357/terrain-promoteur-rosa-a-vendre-a-cit%C3%A9-ennaser-2,"['https://www.mubawab-media.com/ad/8/304/357F/h/1_81977070.avif', 'https://www.mubawab-media.com/ad/8/304/357F/h/2_81977071.avif', 'https://www.mubawab-media.com/ad/8/304/357F/h/3_81977072.avif', 'https://www.mubawab-media.com/ad/8/304/357F/h/4_81977073.avif', 'https://www.mubawab-media.com/ad/8/304/357F/h/5_81977074.avif', 'https://www.mubawab-media.com/ad/8/304/357F/h/6_81977075.avif', 'https://www.mubawab-media.com/ad/8/304/357F/h/7_81977076.avif', 'https://www.mubawab-media.com/ad/8/242/004F/m/0f0009a6-3dcf-40f7-a4cb-070a4b47df26_GF_1_81302266.avif']",Terrain promoteur Rosa A Vendre A Cité Ennaser 2,3750000.0,TND,,Ariana Ville,,Land,2500.0,,,{},,2026-02-16T22:50:11.211509
mubawab,7926827,sale,https://www.mubawab.tn/fr/a/7926827/terrain-ellador-a-vendre-a-cit%C3%A9-ennaser-2,"['https://www.mubawab-media.com/ad/7/926/827F/h/1_76145209.avif', 'https://www.mubawab-media.com/ad/7/926/827F/h/2_76145210.avif', 'https://www.mubawab-media.com/ad/7/926/827F/h/3_76145211.avif', 'https://www.mubawab-media.com/ad/7/926/827F/h/4_76145212.avif', 'https://www.mubawab-media.com/ad/7/926/827F/h/5_76145213.avif', 'https://www.mubawab-media.com/ad/7/926/827F/h/6_76145214.avif', 'https://www.mubawab-media.com/ad/7/926/827F/h/7_76145215.avif', 'https://www.mubawab-media.com/ad/8/129/279F/m/1666252947342_80140174.avif', 'https://www.mubawab-media.com/ad/8/247/827F/m/IMG_1519_81682546.avif', 'https://www.mubawab-media.com/ad/8/298/123F/m/photo_0_81911228.avif', 'https://www.mubawab-media.com/ad/8/294/408F/m/riadh%20andalous%20%2853%29_81868649.avif']",Terrain Ellador A Vendre A Cité Ennaser 2,1105000.0,TND,,Ariana Ville,,Land,850.0,,,{},,2026-02-16T22:50:11.763224
mubawab,8237898,sale,https://www.mubawab.tn/fr/a/8237898/terrain-a-vendre-a-la-baie-des-anges,"['https://www.mubawab-media.com/ad/8/237/898F/h/detail_81260841.avif', 'https://www.mubawab-media.com/ad/7/732/222F/m/new2_51208819.avif', 'https://www.mubawab-media.com/ad/8/263/618F/m/fcd729fd-0dc6-4c43-8c96-2f30be294eff-w1000__81535369.avif', 'https://www.mubawab-media.com/ad/7/847/856F/m/414570791_843763441090433_2952152138065388517_n_65489476.avif', 'https://www.mubawab-media.com/ad/8/143/805F/m/photo_0_80286553.avif']",Terrain a vendre a la baie des anges,,TND,,Hammam Sousse,,Land,600.0,,,{},,2026-02-16T22:50:12.651695
mubawab,8300588,sale,https://www.mubawab.tn/fr/a/8300588/a-vendre-un-terrain-a-yesmine-hammamet,"['https://www.mubawab-media.com/ad/8/300/588F/h/beaux-champs-verts-ciel-bleu-panneau-land-for-sale_1078186-5%281%29_81938495.avif', 'https://www.mubawab-media.com/ad/8/245/049F/m/IMG_20251030_122510_81335238.avif', 'https://www.mubawab-media.com/ad/8/283/178F/m/thumb_1235926_property_large_81750988.avif', 'https://www.mubawab-media.com/ad/8/285/006F/m/thumb_1237664_property_large_81769982.avif', 'https://www.mubawab-media.com/ad/8/241/987F/m/WhatsApp%20Image%202025-10-28%20%C3%A0%2014.40.57_d774b76c_81309824.avif']",A vendre un terrain a yesmine hammamet,700000.0,TND,,Hammamet,,Land,850.0,,,{},,2026-02-16T22:50:13.917054
mubawab,8244772,sale,https://www.mubawab.tn/fr/a/8244772/terrain-%C3%A0-vendre-%C3%A0-yasmine-hammamet-surface-de-900-m%C2%B2,"['https://www.mubawab-media.com/ad/8/244/772F/h/photo_0_81332440.avif', 'https://www.mubawab-media.com/ad/8/300/588F/m/beaux-champs-verts-ciel-bleu-panneau-land-for-sale_1078186-5%281%29_81938495.avif', 'https://www.mubawab-media.com/ad/8/283/178F/m/thumb_1235926_property_large_81750988.avif', 'https://www.mubawab-media.com/ad/8/285/006F/m/thumb_1237664_property_large_81769982.avif', 'https://www.mubawab-media.com/ad/8/241/987F/m/WhatsApp%20Image%202025-10-28%20%C3%A0%2014.40.57_d774b76c_81309824.avif']",Terrain à vendre à Yasmine Hammamet. Surface de 900 m²,810000.0,TND,,Hammamet,,Land,900.0,,,{},,2026-02-16T22:50:14.043955
mubawab,8253407,sale,https://www.mubawab.tn/fr/a/8253407/%C3%A0-vendre-terrain-%E2%80%93-thrayette,"['https://www.mubawab-media.com/ad/8/253/407F/h/Capture%20d%E2%80%99%C3%A9cran%202025-11-10%20035214_81420126.avif', 'https://www.mubawab-media.com/ad/8/288/498F/m/photo%20terrain%20a%20vendre_81806551.avif', 'https://www.mubawab-media.com/ad/8/174/070F/m/plan_80602295.avif']",À Vendre Terrain – Thrayette,900000.0,TND,,Sousse Ville,,Land,5.0,,,{},,2026-02-16T22:50:15.225199
mubawab,7780842,sale,https://www.mubawab.tn/fr/a/7780842/terrain-340-m%C2%B2-pieds-dans-l%E2%80%99eau-%C3%A0-plage-dherwa,"['https://www.mubawab-media.com/ad/7/780/842F/h/Sans%20titre55_81205768.avif', 'https://www.mubawab-media.com/ad/7/780/842F/h/Sans%20titre33_81205769.avif', 'https://www.mubawab-media.com/ad/7/780/842F/h/2_81205770.avif', 'https://www.mubawab-media.com/ad/7/780/842F/h/3_81205771.avif', 'https://www.mubawab-media.com/ad/7/780/842F/h/4_81205772.avif', 'https://www.mubawab-media.com/ad/7/780/842F/h/6_81205773.avif', 'https://www.mubawab-media.com/ad/7/780/842F/h/7_81205774.avif', 'https://www.mubawab-media.com/ad/7/780/842F/h/Sans%20titre_81205775.avif', 'https://www.mubawab-media.com/ad/7/780/842F/h/Sans%20titre66_81205776.avif', 'https://www.mubawab-media.com/ad/7/780/842F/h/Sans%20titre77_81205777.avif', 'https://www.mubawab-media.com/ad/8/038/827F/m/Sans%20titre_81390341.avif', 'https://www.mubawab-media.com/ad/8/234/100F/m/3_81221713.avif', 'https://www.mubawab-media.com/ad/8/269/898F/m/Sans%20titre_81607575.avif', 'https://www.mubawab-media.com/ad/8/252/171F/m/2_81407516.avif']",Terrain 340 m² pieds dans l’eau à plage dherwa,205000.0,TND,,Kélibia,,Land,340.0,,,{},,2026-02-16T22:50:16.327120
mubawab,8283869,sale,https://www.mubawab.tn/fr/a/8283869/un-terrain-%C3%A0-la-nouvelle-soukra-%C3%A0-vendre,"['https://www.mubawab-media.com/ad/8/283/869F/h/delimitation-de-terrain-arbore_81758432.avif', 'https://www.mubawab-media.com/ad/8/294/590F/m/terrain%20%C3%A0%20vendre_81870498.avif', 'https://www.mubawab-media.com/ad/8/294/477F/m/gallery_81869307.avif', 'https://www.mubawab-media.com/ad/8/231/445F/m/thumb_1181448_property_large_81194913.avif', 'https://www.mubawab-media.com/ad/8/233/878F/m/thumb_1183776_property_xlarge_81219321.avif']",Un terrain à la nouvelle soukra à vendre,330000.0,TND,,La Soukra,,Land,237.0,,,{},,2026-02-16T22:50:16.489814
mubawab,8255739,sale,https://www.mubawab.tn/fr/a/8255739/%C3%A0-vendre-terrain-agricole-de-9460m%C2%B2-%C3%A0-henchir-kort,"['https://www.mubawab-media.com/ad/8/255/739F/h/thumb_1211219_property_large_81444381.avif', 'https://www.mubawab-media.com/ad/8/255/739F/h/thumb_1211221_property_large_81444382.avif', 'https://www.mubawab-media.com/ad/8/255/739F/h/thumb_1211220_property_large_81444380.avif', 'https://www.mubawab-media.com/ad/8/255/241F/m/thumb_1210670_property_large_81438927.avif', 'https://www.mubawab-media.com/ad/7/985/860F/m/Brown%20Simple%20Home%20For%20Sale%20Facebook%20Post_81798717.avif', 'https://www.mubawab-media.com/ad/8/217/845F/m/thumb_1164286_property_large_81046748.avif', 'https://www.mubawab-media.com/ad/8/222/297F/m/Brown%20Simple%20Home%20For%20Sale%20Facebook%20Post_81094298.avif']",À vendre Terrain agricole de 9460m² à Henchir Kort,420000.0,TND,,Nabeul,,Land,9460.0,,,{},,2026-02-16T22:50:17.432152
mubawab,7981263,sale,https://www.mubawab.tn/fr/pa/7981263/achat-de-terrain-%C3%A0-rad%C3%A8s-surface-totale-148-m%C2%B2,"['https://www.mubawab-media.com/ad/7/981/263F/h/IMMOBILIERE%20KHAIRI%20LOT%20RADES_78671912_78671914.avif', 'https://www.mubawab-media.com/ad/7/981/279F/m/IMMOBILIERE%20KHAIRI%20LOT%20RADES_78671912_78671986.avif', 'https://www.mubawab-media.com/ad/7/981/266F/m/IMMOBILIERE%20KHAIRI%20LOT%20RADES_78671912_78671917.avif', 'https://www.mubawab-media.com/ad/7/981/280F/m/IMMOBILIERE%20KHAIRI%20LOT%20RADES_78671912_78671987.avif', 'https://www.mubawab-media.com/ad/7/981/281F/m/IMMOBILIERE%20KHAIRI%20LOT%20RADES_78671912_78671988.avif']",Achat de terrain à Radès. Surface totale 148 m²,,TND,,Rades,,Land,148.0,,,{},,2026-02-16T22:50:18.663947
mubawab,7976804,sale,https://www.mubawab.tn/fr/pa/7976804/achat-de-terrain-%C3%A0-la-soukra-superficie-605-m%C2%B2,"['https://www.mubawab-media.com/ad/7/976/804F/h/affiche%20jabbouza_page-0001_75938648_78629207.avif', 'https://www.mubawab-media.com/ad/7/976/811F/m/affiche%20jabbouza_page-0001_75938648_78629214.avif', 'https://www.mubawab-media.com/ad/7/976/808F/m/affiche%20jabbouza_page-0001_75938648_78629211.avif', 'https://www.mubawab-media.com/ad/7/976/810F/m/affiche%20jabbouza_page-0001_75938648_78629213.avif', 'https://www.mubawab-media.com/ad/7/976/807F/m/affiche%20jabbouza_page-0001_75938648_78629210.avif']",Achat de terrain à La Soukra. Superficie 605 m²,,TND,,La Soukra,,Land,605.0,,,{},,2026-02-16T22:50:18.979824
mubawab,8164228,sale,https://www.mubawab.tn/fr/pa/8164228/terrain-de-900m%C2%B2-%C3%A0-grombalia-la-perle-du-cap-bon,"['https://www.mubawab-media.com/ad/8/164/228F/h/3_80502561.avif', 'https://www.mubawab-media.com/ad/8/164/228F/h/6_80502562.avif', 'https://www.mubawab-media.com/ad/8/164/228F/h/7_80502563.avif', 'https://www.mubawab-media.com/ad/8/164/228F/h/13_80502564.avif', 'https://www.mubawab-media.com/ad/8/164/222F/m/19_80502490.avif', 'https://www.mubawab-media.com/ad/8/164/236F/m/6_80502643.avif', 'https://www.mubawab-media.com/ad/8/164/140F/m/3_80501625_80501633.avif']",Terrain de 900M² à Grombalia La Perle du Cap Bon,,TND,,Grombalia,,Land,900.0,,,{},,2026-02-16T22:50:19.545568
mubawab,8263584,sale,https://www.mubawab.tn/fr/a/8263584/terrains-de-1000m2-%C3%A0-sidi-thabet,"['https://www.mubawab-media.com/ad/8/263/584F/h/1_81535166.avif', 'https://www.mubawab-media.com/ad/8/263/584F/h/3_81535172.avif', 'https://www.mubawab-media.com/ad/8/263/584F/h/2_81535168.avif', 'https://www.mubawab-media.com/ad/8/263/584F/h/4_81535167.avif', 'https://www.mubawab-media.com/ad/8/263/584F/h/1000017184_81535169.avif', 'https://www.mubawab-media.com/ad/8/263/584F/h/toff_81535170.avif', 'https://www.mubawab-media.com/ad/8/263/584F/h/5_81535171.avif', 'https://www.mubawab-media.com/ad/8/289/191F/m/1000000754_81814012.avif', 'https://www.mubawab-media.com/ad/7/962/579F/m/PANNEAU_78489345.avif']",Terrains de 1000m2 à Sidi Thabet,160000.0,TND,,Sidi Thabet,,Land,1000.0,,,{},,2026-02-16T22:50:20.820914
mubawab,8263578,sale,https://www.mubawab.tn/fr/a/8263578/terrain-de-1-hectare-%C3%A0-sidi-thabet,"['https://www.mubawab-media.com/ad/8/263/578F/h/366851_20250912_200207_81535051.avif', 'https://www.mubawab-media.com/ad/8/263/578F/h/366851_20250912_200250_81535052.avif', 'https://www.mubawab-media.com/ad/8/263/578F/h/366851_20250912_200302_81535053.avif', 'https://www.mubawab-media.com/ad/8/263/578F/h/366851_20250912_200207_81535054.avif', 'https://www.mubawab-media.com/ad/8/286/822F/m/terrain-a-vendre-2_81789014.avif', 'https://www.mubawab-media.com/ad/8/128/532F/m/manar04_80132484.avif']",Terrain de 1 hectare à Sidi Thabet,320000.0,TND,,Sidi Thabet,,Land,10000.0,,,{},,2026-02-16T22:50:21.680041
mubawab,8226859,sale,https://www.mubawab.tn/fr/a/8226859/vente-de-terrain-%C3%A0-hammamet-sud-superficie-1127-m%C2%B2,"['https://www.mubawab-media.com/ad/8/226/859F/h/20230412_183802_81142474.avif', 'https://www.mubawab-media.com/ad/8/226/859F/h/20230412_183611_81142475.avif', 'https://www.mubawab-media.com/ad/8/226/859F/h/20230412_183626_81142476.avif', 'https://www.mubawab-media.com/ad/8/226/859F/h/20230412_183648_81142477.avif', 'https://www.mubawab-media.com/ad/8/226/859F/h/20230412_183751_81142478.avif', 'https://www.mubawab-media.com/ad/8/257/622F/m/thumb_1213942_property_large_81463074.avif', 'https://www.mubawab-media.com/ad/8/270/187F/m/thumb_1224677_property_large_81610605.avif', 'https://www.mubawab-media.com/ad/8/137/792F/m/thumb_1084706_property_large_80226679.avif', 'https://www.mubawab-media.com/ad/8/160/977F/m/appartement-duplex-triplex-4-pieces-hammamet-8050-1724752534-VA5310_1_original_80469464.avif']",Vente de terrain à Hammamet Sud. Superficie 1127 m²,370000.0,TND,,Hammamet,,Land,1127.0,,,{},,2026-02-16T22:50:21.996060
mubawab,8304592,sale,https://www.mubawab.tn/fr/a/8304592/terrain-constructible-a-vendre,"['https://www.mubawab-media.com/ad/8/304/592F/h/FB_IMG_1771275906910_81978984.avif', 'https://www.mubawab-media.com/ad/8/304/592F/h/FB_IMG_1771275894406_81978985.avif', 'https://www.mubawab-media.com/ad/8/304/592F/h/FB_IMG_1771275898789_81978986.avif', 'https://www.mubawab-media.com/ad/8/304/592F/h/FB_IMG_1771275904744_81978987.avif', 'https://www.mubawab-media.com/ad/8/304/592F/h/FB_IMG_1771275902403_81978988.avif']",Terrain constructible a vendre,,TND,,El Haouaria,,Land,,,,{},,2026-02-16T22:50:22.992760
mubawab,8304573,sale,https://www.mubawab.tn/fr/a/8304573/terrain-de-840m%C2%B2-%C3%A0-la-soukra,"['https://www.mubawab-media.com/ad/8/304/573F/h/thumb_1279605_property_xlarge_81978749.avif', 'https://www.mubawab-media.com/ad/8/287/907F/m/terrain%20%C3%A0%20vendre_81800252.avif', 'https://www.mubawab-media.com/ad/8/256/281F/m/thumb_1212767_property_large_81450145.avif', 'https://www.mubawab-media.com/ad/8/283/865F/m/delimitation-de-terrain-arbore_81758348.avif', 'https://www.mubawab-media.com/ad/8/291/780F/m/579663627_2010947716335368_5909690461024442496_n_81841048.avif']",Terrain de 840m² à La Soukra,672000.0,TND,,La Soukra,,Land,840.0,,,{},,2026-02-16T22:50:24.331771
mubawab,8304475,sale,https://www.mubawab.tn/fr/a/8304475/sidi-thabet-mrazeq-gouvernorat-d-ariana,"['https://www.mubawab-media.com/ad/8/304/475F/h/0f22505d-ee24-4898-9ddd-c479e77a666a-w1000__81978075.avif', 'https://www.mubawab-media.com/ad/8/304/475F/h/513260a1-e9fd-4ae7-b384-c66a308d78d3-w1000__81978077.avif', 'https://www.mubawab-media.com/ad/8/253/320F/m/3_81419233.avif', 'https://www.mubawab-media.com/ad/8/235/806F/m/IMG_20251016_100645_81239536.avif', 'https://www.mubawab-media.com/ad/7/658/952F/m/20230722_150233-1_54121100.avif', 'https://www.mubawab-media.com/ad/8/182/196F/m/2_80684318.avif']","Sidi Thabet Mrazeq, gouvernorat d'Ariana",,TND,,Sidi Thabet,,Land,300.0,,,{},,2026-02-16T22:50:24.796838
mubawab,8304360,sale,https://www.mubawab.tn/fr/a/8304360/%C3%A0-vendre-%E2%80%93-terrains-viabilis%C3%A9s-%C3%A0-sidi-abdelhamid,"['https://www.mubawab-media.com/ad/8/304/360F/h/1000071440_81977111.avif', 'https://www.mubawab-media.com/ad/8/304/360F/h/1000071439_81977123.avif', 'https://www.mubawab-media.com/ad/8/304/360F/h/1000071441_81977124.avif', 'https://www.mubawab-media.com/ad/8/304/360F/h/1000071442_81977125.avif', 'https://www.mubawab-media.com/ad/8/254/085F/m/arth_3al_b7ar_81427228.avif']",À vendre – Terrains viabilisés à Sidi Abdelhamid,,TND,,Sidi Abdelhamid,,Land,434.0,,,{},,2026-02-16T22:50:25.489765
mubawab,8304307,sale,https://www.mubawab.tn/fr/a/8304307/terrain-a-vendre-%C3%A0-kharrouba-hammamet,"['https://www.mubawab-media.com/ad/8/304/307F/h/panneau-rouge-indiquant-que-terrain-vendre-est-champ-terre-panneau-est-entoure-fond-blanc_43780-9440_81976679.avif', 'https://www.mubawab-media.com/ad/8/149/186F/m/Brown%20Simple%20Home%20For%20Sale%20Facebook%20Post_80339419.avif', 'https://www.mubawab-media.com/ad/8/067/858F/m/IMG_20241226_135449_80414347.avif', 'https://www.mubawab-media.com/ad/8/242/179F/m/IMG_20251020_161518_81304032.avif', 'https://www.mubawab-media.com/ad/8/250/820F/m/thumb_1204560_property_large_81393781.avif']",Terrain a vendre à kharrouba hammamet,260000.0,TND,,Hammamet,,Land,297.0,,,{},,2026-02-16T22:50:26.922239
mubawab,8233780,sale,https://www.mubawab.tn/fr/a/8233780/terrain-de-464m%C2%B2-%C3%A0-yasmine-hammamet,"['https://www.mubawab-media.com/ad/8/233/780F/h/IMG_20251013_172553_81226906.avif', 'https://www.mubawab-media.com/ad/8/112/361F/m/IMG_20250313_111048_79967822.avif', 'https://www.mubawab-media.com/ad/8/223/563F/m/WhatsApp%20Image%202025-09-24%20at%2009.59.49_81108330.avif', 'https://www.mubawab-media.com/ad/8/245/049F/m/IMG_20251030_122510_81335238.avif', 'https://www.mubawab-media.com/ad/8/297/959F/m/IMG_20260127_104845_81909295.avif']",Terrain de 464m² à Yasmine Hammamet,550000.0,TND,,Hammamet,,Land,464.0,,,{},,2026-02-16T22:50:27.714875
mubawab,7531072,rent,https://www.mubawab.tn/fr/a/7531072/location-joli-appartement-s3-%C3%A0-la-marsa-plage,"['https://www.mubawab-media.com/ad/7/531/072F/h/IMG-20240404-WA0008_79821605.avif', 'https://www.mubawab-media.com/ad/7/531/072F/h/IMG-20240404-WA0009_79821603.avif', 'https://www.mubawab-media.com/ad/7/531/072F/h/20221021_143655_33982795.avif', 'https://www.mubawab-media.com/ad/7/531/072F/h/IMG-20260208-WA0021_81928103.avif', 'https://www.mubawab-media.com/ad/7/531/072F/h/IMG-20260208-WA0022_81928104.avif', 'https://www.mubawab-media.com/ad/7/531/072F/h/IMG-20260208-WA0018_81928105.avif', 'https://www.mubawab-media.com/ad/7/531/072F/h/IMG-20260208-WA0019_81928106.avif', 'https://www.mubawab-media.com/ad/7/531/072F/h/IMG-20260208-WA0024_81928107.avif', 'https://www.mubawab-media.com/ad/7/531/072F/h/IMG-20260208-WA0014_81928108.avif', 'https://www.mubawab-media.com/ad/8/246/884F/m/1000122879_81354491.avif', 'https://www.mubawab-media.com/ad/8/173/020F/m/thumb_1120255_property_large_80591534.avif', 'https://www.mubawab-media.com/ad/8/231/085F/m/5a4b286e-6a9d-4534-96bf-469bde4a670a_81192750.avif', 'https://www.mubawab-media.com/ad/8/302/411F/m/3be92b22-ab2b-40a2-af79-9594c650554a_81957378.avif']",Location joli appartement s3 à la marsa plage,2800.0,TND,,La Marsa,,Apartment,20.0,3,3,{},,2026-02-16T22:50:30.500894
mubawab,8301429,rent,https://www.mubawab.tn/fr/a/8301429/s4-meuble-a-louer-au-jardin-de-carthage,"['https://www.mubawab-media.com/ad/8/301/429F/h/WhatsApp%20Image%202026-02-10%20at%2016.48.07_81947106.avif', 'https://www.mubawab-media.com/ad/8/301/429F/h/WhatsApp%20Image%202026-02-10%20at%2016.48.05%20%284%29_81947107.avif', 'https://www.mubawab-media.com/ad/8/301/429F/h/WhatsApp%20Image%202026-02-10%20at%2016.48.03_81947105.avif', 'https://www.mubawab-media.com/ad/8/301/429F/h/WhatsApp%20Image%202026-02-10%20at%2016.48.02%20%281%29_81947103.avif', 'https://www.mubawab-media.com/ad/8/301/429F/h/WhatsApp%20Image%202026-02-10%20at%2016.48.03%20%281%29_81947104.avif', 'https://www.mubawab-media.com/ad/8/301/429F/h/WhatsApp%20Image%202026-02-10%20at%2016.48.06_81947108.avif', 'https://www.mubawab-media.com/ad/8/301/429F/h/WhatsApp%20Image%202026-02-10%20at%2016.48.04_81947109.avif', 'https://www.mubawab-media.com/ad/8/301/429F/h/WhatsApp%20Image%202026-02-10%20at%2016.48.05_81947110.avif', 'https://www.mubawab-media.com/ad/8/301/429F/h/WhatsApp%20Image%202026-02-10%20at%2016.48.05%20%283%29_81947111.avif', 'https://www.mubawab-media.com/ad/8/301/429F/h/WhatsApp%20Image%202026-02-10%20at%2016.48.07%20%281%29_81947112.avif', 'https://www.mubawab-media.com/ad/8/301/429F/h/WhatsApp%20Image%202026-02-10%20at%2016.48.06%20%282%29_81947113.avif', 'https://www.mubawab-media.com/ad/8/301/429F/h/WhatsApp%20Image%202026-02-10%20at%2016.48.07%20%283%29_81947114.avif', 'https://www.mubawab-media.com/ad/8/301/429F/h/WhatsApp%20Image%202026-02-10%20at%2016.48.07%20%282%29_81947115.avif', 'https://www.mubawab-media.com/ad/8/289/413F/m/WhatsApp%20Image%202026-01-14%20at%2014.50.57_81816184.avif', 'https://www.mubawab-media.com/ad/8/288/767F/m/photo_0_81809302.avif', 'https://www.mubawab-media.com/ad/8/265/183F/m/thumb_1178164_property_large_81554689.avif', 'https://www.mubawab-media.com/ad/8/067/897F/m/thumb_1010055_property_xlarge_79732925.avif']",S4 meuble a louer au jardin de Carthage,5600.0,TND,,Le Kram,,Apartment,227.0,4,2,{},,2026-02-16T22:50:30.842975
